OBJECT_NAME,OBJECT_ID,PERIOD,APOAPSIS,PERIAPSIS,OBJECT_TYPE,COUNTRY_CODE,LAUNCH_DATE,SITE,RCS_SIZE,TLE_LINE1,TLE_LINE2
"FENGYUN 1C DEB","1999-025CUT","100.861","924.156","674.625","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32197U 99025CUT 21271.42127612  .00000232  00000-0  97853-4 0  9998","2 32197  99.0614 112.6170 0173828  13.4618 103.0044 14.27712062738083"
"FENGYUN 1C DEB","1999-025CUU","103.021","977.910","825.140","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32198U 99025CUU 21269.54558371  .00000788  00000-0  55861-3 0  9997","2 32198  98.3595 166.3680 0104929 326.9621  32.5017 13.97771273729720"
"FENGYUN 1C DEB","1999-025CUV","98.557","767.421","611.953","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32199U 99025CUV 21270.44891245  .00003366  00000-0  64019-3 0  9999","2 32199  99.1460   6.5773 0109983  64.3906 296.8608 14.61081279369164"
"FENGYUN 1C DEB","1999-025CUW","102.245","895.762","834.053","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32200U 99025CUW 21271.38105597  .00000524  00000-0  32943-3 0  9998","2 32200  98.9328 319.2851 0042599 314.6720  45.0981 14.08384364726923"
"FENGYUN 1C DEB","1999-025CUX","102.446","980.067","768.714","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32201U 99025CUX 20340.88884447  .00001004  00000-0  58633-3 0  9996","2 32201  99.1271  18.6040 0145710 260.8733  97.5924 14.05623076703353"
"FENGYUN 1C DEB","1999-025CUY","101.129","894.186","730.032","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32202U 99025CUY 21272.30635424  .00003637  00000-0  14998-2 0  9997","2 32202  98.4695 303.7036 0114150 347.0542  12.7713 14.23925684728632"
"FENGYUN 1C DEB","1999-025CUZ","97.373","872.573","393.389","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32203U 99025CUZ 21272.30459452  .00005033  00000-0  25296-3 0  9999","2 32203  97.0058 285.0939 0341731 313.2298  44.0840 14.78842877758268"
"FENGYUN 1C DEB","1999-025CVA","99.079","794.083","635.165","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32204U 99025CVA 21271.25083458  .00008052  00000-0  17930-2 0  9991","2 32204  99.3466 272.8912 0112028 198.1614 161.5564 14.53382657484205"
"FENGYUN 1C DEB","1999-025CVB","101.943","858.355","842.893","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32205U 99025CVB 21272.04512328  .00000037  00000-0  43146-4 0  9998","2 32205  98.7566 297.1322 0010695 350.0960  68.4002 14.12560705732110"
"FENGYUN 1C DEB","1999-025CVD","100.366","841.781","710.022","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32207U 99025CVD 21270.99777124  .00000230  00000-0  96619-4 0  9997","2 32207  99.8392 349.0159 0092087 205.4655 330.0914 14.34749237422417"
"FENGYUN 1C DEB","1999-025CVE","97.821","675.520","633.406","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32208U 99025CVE 21251.80705168  .00005130  00000-0  81947-3 0  9997","2 32208  98.9439 249.1142 0029942 232.7293 127.1180 14.72072218746793"
"FENGYUN 1C DEB","1999-025CVF","107.368","1364.348","845.385","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32209U 99025CVF 21272.35798484  .00000467  00000-0  64520-3 0  9990","2 32209  99.3748 301.5487 0346761 242.7512 113.7899 13.41185956694466"
"FENGYUN 1C DEB","1999-025CVG","102.576","939.208","821.910","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32210U 99025CVG 21271.35251426  .00000804  00000-0  52247-3 0  9999","2 32210  98.9994 316.3495 0080798 151.1952 209.3711 14.03831617397832"
"FENGYUN 1C DEB","1999-025CVH","103.357","1016.033","818.644","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32211U 99025CVH 20360.21810480  .00000759  00000-0  56851-3 0  9998","2 32211  98.5751   3.5542 0135282 269.9288 150.8894 13.93229026678159"
"FENGYUN 1C DEB","1999-025CVJ","100.465","889.150","672.060","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32212U 99025CVJ 21271.19520469  .00000268  00000-0  10383-3 0  9998","2 32212  99.5707 172.7119 0151626 181.2222 332.9771 14.33335616740059"
"FENGYUN 1C DEB","1999-025CVK","103.049","1034.992","770.668","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32213U 99025CVK 14237.28037211  .00000355  00000-0  24783-3 0  9997","2 32213  99.2064 248.1045 0181517  28.4296 332.6626 13.97395558361004"
"FENGYUN 1C DEB","1999-025CVL","104.817","1151.426","820.369","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32214U 99025CVL 21271.43848192  .00001294  00000-0  11889-2 0  9994","2 32214  99.0313 340.0490 0224780 182.1953 191.9133 13.73818022412291"
"FENGYUN 1C DEB","1999-025CVN","100.285","809.888","734.229","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32216U 99025CVN 21270.36470713  .00001707  00000-0  59698-3 0  9997","2 32216  99.5672  97.0721 0052907 146.8005 213.6515 14.35906289404050"
"FENGYUN 1C DEB","1999-025CVP","100.262","805.934","736.004","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32217U 99025CVP 21270.04764558  .00001676  00000-0  58285-3 0  9992","2 32217  99.0890 205.6548 0048908 294.5549  65.0542 14.36234397338197"
"FENGYUN 1C DEB","1999-025CVQ","100.097","821.807","704.460","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32218U 99025CVQ 21271.29195649  .00000279  00000-0  10251-3 0  9999","2 32218  98.6927  34.5335 0082161 351.2341  39.1212 14.38598840741133"
"FENGYUN 1C DEB","1999-025CVR","101.341","884.630","759.694","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32219U 99025CVR 10291.26267109 +.00000828 +00000-0 +38835-3 0  9996","2 32219 098.8394 293.4115 0086757 273.6268 090.0703 14.20944452167235"
"FENGYUN 1C DEB","1999-025CVS","103.622","1096.672","762.956","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32220U 99025CVS 14321.03979087  .00001588  00000-0  10801-2 0  9992","2 32220  99.2673 257.6674 0228324  31.3800 330.0753 13.89663064369803"
"FENGYUN 1C DEB","1999-025CVT","99.198","835.836","604.701","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32221U 99025CVT 21271.53966935  .00000388  00000-0  92922-4 0  9991","2 32221  98.4033  20.0984 0162808 179.3890 180.7534 14.51649368748682"
"FENGYUN 1C DEB","1999-025CVU","101.105","881.295","740.650","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32222U 99025CVU 21272.38220590  .00001625  00000-0  68974-3 0  9990","2 32222  99.1567 107.4858 0097818  38.2902 322.5168 14.24263365732049"
"FENGYUN 1C DEB","1999-025CVV","102.150","901.045","819.782","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32223U 99025CVV 21271.45856948  .00000723  00000-0  43134-3 0  9999","2 32223  98.9296 339.1828 0056132   0.6951  12.1361 14.09696289726563"
"FENGYUN 1C DEB","1999-025CVW","100.683","848.062","733.811","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32224U 99025CVW 21271.11915210  .00000160  00000-0  77337-4 0  9999","2 32224  98.9773 154.4005 0079683 226.9794 132.4693 14.30238352737364"
"FENGYUN 1C DEB","1999-025CVX","102.036","907.991","802.088","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32225U 99025CVX 21272.26502102  .00000144  00000-0  10286-3 0  9990","2 32225  99.1920 265.6475 0073206 192.1389 167.8019 14.11267504729283"
"FENGYUN 1C DEB","1999-025CVY","94.899","523.520","503.831","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32226U 99025CVY 21272.17128245  .00070916  00000-0  35102-2 0  9990","2 32226  99.4516 358.1073 0014284  82.1042 278.1806 15.17409374761348"
"FENGYUN 1C DEB","1999-025CVZ","97.328","727.881","533.719","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32227U 99025CVZ 21271.43849421  .00002688  00000-0  31491-3 0  9994","2 32227  99.5096  92.1100 0138510 243.1065 146.0873 14.79533225764803"
"FENGYUN 1C DEB","1999-025CWA","99.401","794.885","665.045","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32228U 99025CWA 21270.50409056  .00002203  00000-0  56736-3 0  9990","2 32228  98.5962   9.9248 0091332 182.9783 177.0878 14.48679960436832"
"FENGYUN 1C DEB","1999-025CWC","101.182","878.433","750.862","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32230U 99025CWC 21272.20450028  .00001267  00000-0  55793-3 0  9998","2 32230  98.8489   3.8636 0088680 278.1633 110.9965 14.23171973736953"
"FENGYUN 1C DEB","1999-025CWE","98.735","779.330","617.043","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32232U 99025CWE 21270.28250126  .00006278  00000-0  12424-2 0  9993","2 32232  97.0672  86.4291 0114669 101.9752 259.4331 14.58449569745869"
"FENGYUN 1C DEB","1999-025CWF","102.703","1070.501","702.566","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32233U 99025CWF 21263.44320514  .00000707  00000-0  36771-3 0  9996","2 32233  97.7139 151.0315 0253236 296.6341  60.9092 14.02100148724863"
"FENGYUN 1C DEB","1999-025CWG","103.788","1043.228","832.009","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32234U 99025CWG 21271.31071952  .00000571  00000-0  47686-3 0  9997","2 32234  98.5751 218.2293 0144359 247.1356 111.4506 13.87439963718605"
"FENGYUN 1C DEB","1999-025CWH","97.929","736.981","582.265","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32235U 99025CWH 21271.21661139  .00002699  00000-0  41604-3 0  9996","2 32235  99.0583  71.1417 0109919 270.4141 265.9009 14.70453396419478"
"FENGYUN 1C DEB","1999-025CWL","95.632","642.478","455.845","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32238U 99025CWL 21272.30139432  .00004414  00000-0  25357-3 0  9990","2 32238  98.8944 212.0244 0134708 173.0199 187.2942 15.05764718774342"
"FENGYUN 1C DEB","1999-025CWP","101.886","975.749","720.131","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32241U 99025CWP 21271.62846728  .00000838  00000-0  40652-3 0  9992","2 32241  99.0418 240.2607 0176872 278.8997  79.2188 14.13347794733514"
"FENGYUN 1C DEB","1999-025CWQ","104.412","1094.662","839.100","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32242U 99025CWQ 21260.17342447  .00000509  00000-0  46981-3 0  9996","2 32242  97.2681 142.2115 0173970 348.7590  10.9703 13.79156803415527"
"FENGYUN 1C DEB","1999-025CWR","103.723","1169.037","700.044","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32243U 99025CWR 21272.38159015  .00000915  00000-0  52615-3 0  9992","2 32243  98.2913  66.3068 0320671 104.1221 259.5792 13.88315992722095"
"FENGYUN 1C DEB","1999-025CWT","99.446","841.432","622.777","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32245U 99025CWT 21271.04442603  .00000695  00000-0  17361-3 0  9998","2 32245  98.5455  29.6518 0153761  28.6786 332.2754 14.48026263437078"
"DELTA 2 R/B(2)","2007-043B","88.106","180.779","180.758","ROCKET BODY","US","2007-09-27","NULL","","1 32250U 07043B   07270.48817477 +.00002372 -74983-5 +00000-0 0  9999","2 32250 028.6000 001.4305 0000016 079.5728 040.0506 16.34392236000002"
"ARIANE 5 R/B","2007-044C","583.042","33120.851","359.933","ROCKET BODY","FR","2007-10-05","FRGUI","LARGE","1 32254U 07044C   21272.03036399  .00000131  00000-0  19396-3 0  9994","2 32254   4.6499  41.4624 7085425   4.3921 359.3594  2.46980414125544"
"ARIANE 5 DEB (SYLDA)","2007-044D","636.254","35683.568","569.291","DEBRIS","FR","2007-10-05","FRGUI","LARGE","1 32255U 07044D   21270.35424023 -.00000087  00000-0 -79916-3 0  9999","2 32255   4.8110   2.3599 7164844  94.5717 353.3326  2.26324867115415"
"SL-6 R/B(2)","2007-049D","700.723","38905.845","604.089","ROCKET BODY","CIS","2007-10-23","PKMTR","LARGE","1 32271U 07049D   21266.57777416 -.00001129  00000-0  10739-2 0  9992","2 32271  62.9902 113.7265 7328207 255.9335  19.7997  2.05502124104436"
"SL-12 R/B(2)","2007-052D","674.809","19150.222","19063.048","ROCKET BODY","CIS","2007-10-26","TTMTR","LARGE","1 32278U 07052D   21269.48561133 -.00000077  00000-0  00000-0 0  9992","2 32278  66.0772  12.9687 0017103 200.1749 112.9537  2.13393745108330"
"SL-12 R/B(AUX MOTOR)","2007-052F","341.326","18890.152","710.696","ROCKET BODY","CIS","2007-10-26","TTMTR","MEDIUM","1 32280U 07052F   21270.17518517 -.00000054  00000-0 -57624-3 0  9994","2 32280  65.1880 186.9541 5618379 310.4868  12.6432  4.21883950120289"
"SL-12 R/B(AUX MOTOR)","2007-052G","339.915","18753.983","757.619","ROCKET BODY","CIS","2007-10-26","TTMTR","MEDIUM","1 32281U 07052G   21270.76172678 -.00000008  00000-0 -60518-3 0  9999","2 32281  65.3657 174.6654 5577177 295.8700  17.7784  4.23635410214901"
"DELTA 4 R/B","2007-054B","1502.021","38095.195","36039.426","ROCKET BODY","US","2007-11-11","AFETR","","1 32288U 07054B   21270.57664501 -.00000143  00000-0  00000-0 0  9994","2 32288   7.4999  65.8798 0236592  93.3252 269.5038  0.95870806  8719"
"CZ-4C R/B","2007-055B","93.472","482.675","406.234","ROCKET BODY","PRC","2007-11-11","TSC","LARGE","1 32290U 07055B   21271.51200398  .00004256  00000-0  10146-3 0  9996","2 32290  97.6870  95.1424 0056020 302.7250  56.8602 15.40561041772114"
"ARIANE 5 R/B","2007-056C","534.190","30623.581","236.945","ROCKET BODY","FR","2007-11-14","FRGUI","LARGE","1 32295U 07056C   21271.19570397  .00004216  00000-0  74172-3 0  9990","2 32295   6.3886  35.3762 6966728 110.8947 332.6939  2.69567241125447"
"BREEZE-M R/B","2007-057C","757.220","35265.711","7017.148","ROCKET BODY","CIS","2007-11-17","TTMTR","LARGE","1 32301U 07057C   21271.49404000 -.00000128  00000-0  00000-0 0  9994","2 32301  15.7818 211.6789 5132451 309.3446 305.4195  1.90169310 96254"
"FENGYUN 1C DEB","1999-025CWU","102.654","971.588","796.836","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32303U 99025CWU 21264.16339838  .00001299  00000-0  80845-3 0  9991","2 32303  97.8110 238.1979 0120314 120.1228 241.1931 14.02772551404761"
"FENGYUN 1C DEB","1999-025CWV","100.318","820.438","726.797","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32304U 99025CWV 21267.67930737  .00000547  00000-0  20325-3 0  9998","2 32304  99.4096  48.2962 0065467  39.3679 321.2236 14.35436702340963"
"FENGYUN 1C DEB","1999-025CWW","102.907","1054.281","737.973","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32305U 99025CWW 21269.89832012  .00001737  00000-0  99521-3 0  9998","2 32305  98.0095 316.3227 0217416 193.4090 166.1243 13.99327477708119"
"FENGYUN 1C DEB","1999-025CWZ","103.238","997.144","826.311","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32308U 99025CWZ 21267.20384486  .00000439  00000-0  33184-3 0  9992","2 32308  97.7741 171.5237 0117172 138.5610 222.4515 13.94837961705725"
"FENGYUN 1C DEB","1999-025CXC","108.633","1493.214","833.852","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32311U 99025CXC 21264.88532657  .00000309  00000-0  50236-3 0  9995","2 32311 101.7691 273.3656 0437146 275.5315  79.6105 13.25566888685573"
"FENGYUN 1C DEB","1999-025CXD","103.545","1027.553","824.820","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32312U 99025CXD 21268.08147086  .00000771  00000-0  60260-3 0  9991","2 32312  98.7894 349.9079 0138776 249.4888 232.4142 13.90698393733501"
"FENGYUN 1C DEB","1999-025CXE","103.145","1012.735","801.980","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32313U 99025CXE 21271.44940057  .00000822  00000-0  57861-3 0  9995","2 32313  99.1232 331.0943 0144640 344.5234  15.1528 13.96093024720713"
"FENGYUN 1C DEB","1999-025CXF","99.115","872.403","560.293","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32314U 99025CXF 21270.61883267  .00000516  00000-0  10289-3 0  9996","2 32314  98.9005 232.8380 0219967 196.6240 162.7664 14.52852923749636"
"FENGYUN 1C DEB","1999-025CXG","105.459","1185.792","846.034","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32315U 99025CXG 21271.67114836  .00000003  00000-0  59724-4 0  9992","2 32315 100.7847 218.8930 0229751 281.7140  75.8305 13.65461119715528"
"FENGYUN 1C DEB","1999-025CXH","100.431","809.285","748.655","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32316U 99025CXH 21271.03421213  .00001044  00000-0  38997-3 0  9997","2 32316  99.5508 104.2718 0042357 124.0752  26.9590 14.33826747736549"
"FENGYUN 1C DEB","1999-025CXJ","100.691","897.372","685.299","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32317U 99025CXJ 21268.53027811  .00002200  00000-0  77009-3 0  9997","2 32317  98.0381 181.7581 0147900 324.9599  34.1922 14.30118772734425"
"FENGYUN 1C DEB","1999-025CXL","96.842","688.708","526.228","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32319U 99025CXL 21270.64886888  .00004463  00000-0  44863-3 0  9996","2 32319  99.1422 247.1978 0116297   0.6571 359.4772 14.86951861444064"
"FENGYUN 1C DEB","1999-025CXM","101.048","856.338","760.224","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32320U 99025CXM 21271.49811066  .00000697  00000-0  31503-3 0  9990","2 32320 100.3529 178.0752 0066872 344.1272  15.7805 14.25063483402271"
"FENGYUN 1C DEB","1999-025CXP","108.214","1466.745","821.571","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32322U 99025CXP 21271.19465494  .00000176  00000-0  26582-3 0  9992","2 32322  98.3685  51.9151 0428841   2.1217 358.1608 13.30691527399228"
"FENGYUN 1C DEB","1999-025CXQ","104.181","1088.084","824.061","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32323U 99025CXQ 21271.50805451  .00001612  00000-0  13519-2 0  9990","2 32323  98.5799 160.4982 0179994 103.6411 258.4859 13.82206573714984"
"FENGYUN 1C DEB","1999-025CXR","102.437","911.515","836.482","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32324U 99025CXR 21270.90906906  .00000404  00000-0  27477-3 0  9998","2 32324  99.6213 260.3142 0051732 281.6422  77.8940 14.05737048730663"
"FENGYUN 1C DEB","1999-025CXS","99.836","799.053","702.312","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32325U 99025CXS 21269.44680898  .00002113  00000-0  63667-3 0  9995","2 32325  98.9608 145.5643 0067852 270.9780  88.3634 14.42369349744615"
"FENGYUN 1C DEB","1999-025CXT","105.493","1311.758","723.301","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32326U 99025CXT 21271.54915766  .00000326  00000-0  26314-3 0  9997","2 32326  98.4927   8.6876 0397839 268.9960  86.5595 13.65013508707577"
"FENGYUN 1C DEB","1999-025CXW","101.371","864.263","782.910","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32329U 99025CXW 21248.07657074  .00000783  00000-0  38359-3 0  9996","2 32329  99.9415 194.9471 0056482 323.0872  36.6419 14.20522972357179"
"FENGYUN 1C DEB","1999-025CXX","103.054","1040.171","765.944","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32330U 99025CXX 21265.48495187  .00000848  00000-0  54197-3 0  9997","2 32330  98.0823 355.2567 0188312 170.8458 189.6221 13.97329966419392"
"FENGYUN 1C DEB","1999-025CXY","101.331","849.086","794.315","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32331U 99025CXY 21271.78897389  .00001680  00000-0  79012-3 0  9996","2 32331  99.2151 116.3026 0038036 281.5741  78.1166 14.21081272732232"
"FENGYUN 1C DEB","1999-025CXZ","103.786","1169.076","705.940","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32332U 99025CXZ 21270.84817598  .00000648  00000-0  39352-3 0  9993","2 32332  99.2539 316.3929 0316538 160.8107 200.5295 13.87471392717670"
"FENGYUN 1C DEB","1999-025CYA","103.123","994.663","818.006","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32333U 99025CYA 21267.10627421  .00001078  00000-0  75889-3 0  9996","2 32333  97.8709 221.0955 0121256 230.4359 128.6045 13.96387183421083"
"FENGYUN 1C DEB","1999-025CYB","102.935","947.575","847.390","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32334U 99025CYB 21270.28023667  .00000043  00000-0  60882-4 0  9991","2 32334  99.3650 275.1381 0068850 170.8716 189.3716 13.98936455724262"
"FENGYUN 1C DEB","1999-025CYD","100.315","872.948","674.066","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32336U 99025CYD 11116.43215084 +.00002109 +00000-0 +67324-3 0  9996","2 32336 098.9945 205.8822 0139046 032.0357 328.7671 14.35469826202863"
"FENGYUN 1C DEB","1999-025CYE","106.755","1317.823","834.945","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32337U 99025CYE 21268.28916429  .00000750  00000-0  91205-3 0  9995","2 32337  99.2502 286.0695 0323883  69.4971 294.0611 13.48880043695277"
"FENGYUN 1C DEB","1999-025CYF","100.448","830.966","728.666","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32338U 99025CYF 21271.70906129  .00001074  00000-0  39342-3 0  9997","2 32338  98.9366  74.3676 0071459 170.3309 189.9268 14.33572577738357"
"FENGYUN 1C DEB","1999-025CYG","100.844","832.249","764.960","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32339U 99025CYG 21270.92814635  .00000920  00000-0  38495-3 0  9998","2 32339  98.6849 332.0494 0046880 277.2358  82.3495 14.27946776728079"
"FENGYUN 1C DEB","1999-025CYH","100.118","808.797","719.418","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32340U 99025CYH 21270.95517226  .00001055  00000-0  35435-3 0  9990","2 32340  98.9563 160.0149 0062571 227.6313 131.9565 14.38304679749285"
"FENGYUN 1C DEB","1999-025CYK","101.941","856.641","844.462","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32342U 99025CYK 21271.08133007  .00000018  00000-0  33383-4 0  9997","2 32342  98.7825 299.5901 0008424  45.1810  16.7492 14.12581933720181"
"FENGYUN 1C DEB","1999-025CYL","101.678","952.115","724.099","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32343U 99025CYL 21272.29691230  .00000185  00000-0  10189-3 0  9992","2 32343  98.5810 290.4619 0157988 233.6122 125.0391 14.16237693738546"
